,dataset,fname,label,label_categorical
570,b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_C.wav,normal,0
571,b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_D.wav,normal,0
572,b,set_b/Btraining_normal_Btraining_noisynormal_127_1306764300147_D1.wav,normal,0
573,b,set_b/Btraining_normal_Btraining_noisynormal_129_1306344506305_A.wav,normal,0
574,b,set_b/Btraining_normal_Btraining_noisynormal_129_1306344506305_C.wav,normal,0
575,b,set_b/Btraining_normal_Btraining_noisynormal_130_1306347376079_B.wav,normal,0
576,b,set_b/Btraining_normal_Btraining_noisynormal_130_1306347376079_C.wav,normal,0
577,b,set_b/Btraining_normal_Btraining_noisynormal_132_1306758754432_B1.wav,normal,0
578,b,set_b/Btraining_normal_Btraining_noisynormal_132_1306758754432_C.wav,normal,0
579,b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_A1.wav,normal,0
580,b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_B1.wav,normal,0
581,b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_C.wav,normal,0
582,b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_D1.wav,normal,0
583,b,set_b/Btraining_normal_Btraining_noisynormal_134_1306428161797_B1.wav,normal,0
584,b,set_b/Btraining_normal_Btraining_noisynormal_134_1306428161797_D1.wav,normal,0
585,b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_B.wav,normal,0
586,b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_C.wav,normal,0
587,b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_D1.wav,normal,0
588,b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_A1.wav,normal,0
589,b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_A2.wav,normal,0
590,b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_B.wav,normal,0
591,b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_C1.wav,normal,0
592,b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_D1.wav,normal,0
593,b,set_b/Btraining_normal_Btraining_noisynormal_138_1306762146980_A.wav,normal,0
594,b,set_b/Btraining_normal_Btraining_noisynormal_138_1306762146980_D.wav,normal,0
595,b,set_b/Btraining_normal_Btraining_noisynormal_139_1306519274653_D.wav,normal,0
596,b,set_b/Btraining_normal_Btraining_noisynormal_140_1306519735121_C.wav,normal,0
597,b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_A1.wav,normal,0
598,b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_B1.wav,normal,0
599,b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_C1.wav,normal,0
600,b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_A.wav,normal,0
601,b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_B.wav,normal,0
602,b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_D.wav,normal,0
603,b,set_b/Btraining_normal_Btraining_noisynormal_143_1306763822290_A.wav,normal,0
604,b,set_b/Btraining_normal_Btraining_noisynormal_144_1306522408528_A1.wav,normal,0
605,b,set_b/Btraining_normal_Btraining_noisynormal_144_1306522408528_C.wav,normal,0
606,b,set_b/Btraining_normal_Btraining_noisynormal_146_1306778707532_D.wav,normal,0
607,b,set_b/Btraining_normal_Btraining_noisynormal_147_1306523973811_B.wav,normal,0
608,b,set_b/Btraining_normal_Btraining_noisynormal_149_1306776016110_A.wav,normal,0
609,b,set_b/Btraining_normal_Btraining_noisynormal_150_1306776340746_A.wav,normal,0
610,b,set_b/Btraining_normal_Btraining_noisynormal_151_1306779785624_C.wav,normal,0
611,b,set_b/Btraining_normal_Btraining_noisynormal_154_1306935608852_C.wav,normal,0
612,b,set_b/Btraining_normal_Btraining_noisynormal_155_1306935902813_A.wav,normal,0
613,b,set_b/Btraining_normal_Btraining_noisynormal_155_1306935902813_C.wav,normal,0
614,b,set_b/Btraining_normal_Btraining_noisynormal_157_1306937583792_A.wav,normal,0
615,b,set_b/Btraining_normal_Btraining_noisynormal_157_1306937583792_B.wav,normal,0
616,b,set_b/Btraining_normal_Btraining_noisynormal_158_1306947254705_B1.wav,normal,0
617,b,set_b/Btraining_normal_Btraining_noisynormal_158_1306947254705_D.wav,normal,0
618,b,set_b/Btraining_normal_Btraining_noisynormal_159_1307018640315_A1.wav,normal,0
619,b,set_b/Btraining_normal_Btraining_noisynormal_159_1307018640315_B.wav,normal,0
620,b,set_b/Btraining_normal_Btraining_noisynormal_163_1307104470471_D1.wav,normal,0
621,b,set_b/Btraining_normal_Btraining_noisynormal_167_1307111318050_A1.wav,normal,0
622,b,set_b/Btraining_normal_Btraining_noisynormal_167_1307111318050_B.wav,normal,0
623,b,set_b/Btraining_normal_Btraining_noisynormal_168_1307970069434_A1.wav,normal,0
624,b,set_b/Btraining_normal_Btraining_noisynormal_169_1307970398039_A.wav,normal,0
625,b,set_b/Btraining_normal_Btraining_noisynormal_170_1307970562729_C1.wav,normal,0
626,b,set_b/Btraining_normal_Btraining_noisynormal_172_1307971284351_A.wav,normal,0
627,b,set_b/Btraining_normal_Btraining_noisynormal_173_1307973611151_B.wav,normal,0
628,b,set_b/Btraining_normal_Btraining_noisynormal_173_1307973611151_C1.wav,normal,0
629,b,set_b/Btraining_normal_Btraining_noisynormal_176_1307988171173_D.wav,normal,0
630,b,set_b/Btraining_normal_Btraining_noisynormal_178_1307989887769_B1.wav,normal,0
631,b,set_b/Btraining_normal_Btraining_noisynormal_181_1308052613891_A.wav,normal,0
632,b,set_b/Btraining_normal_Btraining_noisynormal_182_1308053371395_B.wav,normal,0
633,b,set_b/Btraining_normal_Btraining_noisynormal_188_1308074301731_A.wav,normal,0
634,b,set_b/Btraining_normal_Btraining_noisynormal_189_1308075231945_A1.wav,normal,0
635,b,set_b/Btraining_normal_Btraining_noisynormal_194_1308139824187_C.wav,normal,0
636,b,set_b/Btraining_normal_Btraining_noisynormal_198_1308141739338_D.wav,normal,0
637,b,set_b/Btraining_normal_Btraining_noisynormal_207_1308159792607_D.wav,normal,0
638,b,set_b/Btraining_normal_Btraining_noisynormal_216_1308245839516_D.wav,normal,0
639,b,set_b/Btraining_normal_Btraining_noisynormal_234_1308748855534_B.wav,normal,0
640,b,set_b/Btraining_normal_Btraining_noisynormal_246_1309199278902_D.wav,normal,0
641,b,set_b/Btraining_normal_Btraining_noisynormal_258_1309352253234_A.wav,normal,0
642,b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_B.wav,normal,0
643,b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_C.wav,normal,0
644,b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_D.wav,normal,0
645,b,set_b/Btraining_normal_Btraining_noisynormal_270_1309369533040_A.wav,normal,0
646,b,set_b/Btraining_normal_Btraining_noisynormal_270_1309369533040_B.wav,normal,0
647,b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_A.wav,normal,0
648,b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_C.wav,normal,0
649,b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_D.wav,normal,0
650,b,set_b/Btraining_normal_Btraining_noisynormal_278_1311163365896_B.wav,normal,0
651,b,set_b/Btraining_normal_Btraining_noisynormal_284_1311168471850_A.wav,normal,0
652,b,set_b/Btraining_normal_Btraining_noisynormal_284_1311168471850_B.wav,normal,0
653,b,set_b/Btraining_normal_Btraining_noisynormal_285_1311169246969_C.wav,normal,0
654,b,set_b/Btraining_normal_Btraining_noisynormal_296_1311682952647_C.wav,normal,0
655,b,set_b/Btraining_normal_Btraining_noisynormal_296_1311682952647_D.wav,normal,0
